"","char.name","char.stat","char.value"
"1401","Vera Duckworth","Duration","1974, 1976-2008"
"1402","Vera Duckworth","Number of appearances","2275"
"1403","Vera Duckworth","Played by","Elizabeth Dawn"
"1404","Evelyn Elliott","Occupation","Barmaid"
"1405","Evelyn Elliott","Spouse(s)","Ray Sykes Fred Elliott (2001, bigamous)"
"1406","Evelyn Elliott","Children","Linda Baldwin (1975) Jimmy Sykes Ryan Sykes Dean Sykes (1983) 1 other son"
"1407","Evelyn Elliott","First appearance","20th October 2000"
"1408","Evelyn Elliott","Last appearance","10th May 2002"
"1409","Evelyn Elliott","Duration","2000, 2001-2002"
"1410","Evelyn Elliott","Number of appearances","117"
"1411","Evelyn Elliott","Played by","Melanie Kilburn"
"1412","Fred Elliott","Occupation","Butcher"
"1413","Fred Elliott","Born","27th October 1938"
"1414","Fred Elliott","Died","9th October 2006"
"1415","Fred Elliott","Father","William Elliott"
"1416","Fred Elliott","Mother","Amelia Elliott"
"1417","Fred Elliott","Sibling(s)","Beryl Peacock"
"1418","Fred Elliott","Spouse(s)","Sybil Elliott (1959) Maureen Holdsworth (1997) Evelyn Sykes (2001, bigamous)"
"1419","Fred Elliott","Children","Ashley Peacock (1976)"
"1420","Fred Elliott","First appearance","26th August 1994"
"1421","Fred Elliott","Last appearance","11th October 2006"
"1422","Fred Elliott","Duration","1994, 1995, 1996-2006"
"1423","Fred Elliott","Number of appearances","1065"
"1424","Fred Elliott","Played by","John Savident"
"1425","Samantha Failsworth","Occupation","Barmaid"
"1426","Samantha Failsworth","Born","5th March 1976"
"1427","Samantha Failsworth","Birthplace","Manchester"
"1428","Samantha Failsworth","Spouse(s)","Ritchie Fitzgerald (1996)"
"1429","Samantha Failsworth","First appearance","17th July 1996"
"1430","Samantha Failsworth","Last appearance","15th June 1998"
"1431","Samantha Failsworth","Duration","1996-1998"
"1432","Samantha Failsworth","Number of appearances","225"
"1433","Samantha Failsworth","Played by","Tina Hobley"
"1434","Len Fairclough","Occupation","Builder"
"1435","Len Fairclough","Born","5th November 1924"
"1436","Len Fairclough","Birthplace","Liverpool"
"1437","Len Fairclough","Died","7th December 1983"
"1438","Len Fairclough","Father","Ned Fairclough"
"1439","Len Fairclough","Mother","Grace Fairclough"
"1440","Len Fairclough","Spouse(s)","Nellie Briggs (1949) Rita Littlewood (1977)"
"1441","Len Fairclough","Children","Stanley Fairclough (1950)"
"1442","Len Fairclough","First appearance","25th January 1961"
"1443","Len Fairclough","Last appearance","11th May 1983"
"1444","Len Fairclough","Duration","1961-1983"
"1445","Len Fairclough","Number of appearances","1765"
"1446","Len Fairclough","Played by","Peter Adamson"
"1447","Doreen Fenwick","Occupation","Exotic dancer (retired)"
"1448","Doreen Fenwick","Born","1939"
"1449","Doreen Fenwick","Residence","32 Jubilee View"
"1450","Doreen Fenwick","Spouse(s)","Harold Thompson (1963) Tommy Fenwick (1990)"
"1451","Doreen Fenwick","First appearance","5th February 2007"
"1452","Doreen Fenwick","Last appearance","2nd December 2007"
"1453","Doreen Fenwick","Duration","2007"
"1454","Doreen Fenwick","Number of appearances","51"
"1455","Doreen Fenwick","Played by","Barbara Young"
"1456","Duggie Ferguson","Occupation","Businessman"
"1457","Duggie Ferguson","Died","4th February 2002"
"1458","Duggie Ferguson","Spouse(s)","Laura Ferguson"
"1459","Duggie Ferguson","Children","Tom Ferguson (1980)"
"1460","Duggie Ferguson","First appearance","15th October 1999"
"1461","Duggie Ferguson","Last appearance","6th February 2002"
"1462","Duggie Ferguson","Duration","1999-2002"
"1463","Duggie Ferguson","Number of appearances","252"
"1464","Duggie Ferguson","Played by","John Bowe"
"1465","Tom Ferguson","Occupation","Hairdresser"
"1466","Tom Ferguson","Born","10th July 1980"
"1467","Tom Ferguson","Father","Duggie Ferguson"
"1468","Tom Ferguson","Mother","Laura Ferguson"
"1469","Tom Ferguson","First appearance","3rd March 1999"
"1470","Tom Ferguson","Last appearance","28th January 2000"
"1471","Tom Ferguson","Duration","1999-2000"
"1472","Tom Ferguson","Number of appearances","58"
"1473","Tom Ferguson","Played by","Tom Wisdom"
"1474","Steve Fisher","Occupation","Trainee/Assistant Manager at Baldwin's Casuals"
"1475","Steve Fisher","Born","8th May 1957"
"1476","Steve Fisher","Birthplace","Weatherfield"
"1477","Steve Fisher","Residence","London"
"1478","Steve Fisher","First appearance","29th August 1977"
"1479","Steve Fisher","Last appearance","10th December 1979"
"1480","Steve Fisher","Duration","1977-1979"
"1481","Steve Fisher","Number of appearances","112"
"1482","Steve Fisher","Played by","Lawrence Mullin"
"1483","Harry Flagg","Occupation","Cleaner"
"1484","Harry Flagg","Children","Catherine Flagg (1983)"
"1485","Harry Flagg","First appearance","6th September 2002"
"1486","Harry Flagg","Last appearance","6th August 2004"
"1487","Harry Flagg","Duration","2002-2004"
"1488","Harry Flagg","Number of appearances","121"
"1489","Harry Flagg","Played by","Iain Rogerson"
"1490","Audrey Fleming","Occupation","Secretary"
"1491","Audrey Fleming","Born","19th May 1951"
"1492","Audrey Fleming","Birthplace","Preston"
"1493","Audrey Fleming","Father","Mr Bright"
"1494","Audrey Fleming","Mother","Freda Bright"
"1495","Audrey Fleming","Spouse(s)","Dickie Fleming (1968)"
"1496","Audrey Fleming","First appearance","5th June 1968"
"1497","Audrey Fleming","Last appearance","13th May 1970"
"1498","Audrey Fleming","Duration","1968-1970"
"1499","Audrey Fleming","Number of appearances","122"
"1500","Audrey Fleming","Played by","Gillian McCann"
"1501","Dickie Fleming","Occupation","Electrician"
"1502","Dickie Fleming","Born","17th July 1949"
"1503","Dickie Fleming","Father","Mr Fleming"
"1504","Dickie Fleming","Spouse(s)","Audrey Bright (1968)"
"1505","Dickie Fleming","First appearance","5th June 1968"
"1506","Dickie Fleming","Last appearance","6th May 1970"
"1507","Dickie Fleming","Duration","1968-1970"
"1508","Dickie Fleming","Number of appearances","118"
"1509","Dickie Fleming","Played by","Nigel Humphreys"
"1510","Norma Ford","Occupation","Shop assistant"
"1511","Norma Ford","Born","3rd July 1945"
"1512","Norma Ford","Father","Jacko Ford"
"1513","Norma Ford","First appearance","29th May 1972"
"1514","Norma Ford","Last appearance","10th July 1974"
"1515","Norma Ford","Duration","1972-1973, 1974"
"1516","Norma Ford","Number of appearances","121"
"1517","Norma Ford","Played by","Diana Davies"
"1518","Paul Foreman","Occupation","Builder at EGB Construction"
"1519","Paul Foreman","Born","24th August 1990"
"1520","Paul Foreman","Residence","15a Coronation Street"
"1521","Paul Foreman","Mother","Bernie Winter"
"1522","Paul Foreman","Sibling(s)","Gemma Winter"
"1523","Paul Foreman","First appearance","11th May 2018"
"1524","Paul Foreman","Duration","2018, 2019 to present"
"1525","Paul Foreman","Number of appearances","317 (as of Episode 10823/4)"
"1526","Paul Foreman","Played by","Peter Ash"
"1527","Frank Foster","Occupation","Businessman"
"1528","Frank Foster","Born","c. 1971"
"1529","Frank Foster","Died","5th March 2012"
"1530","Frank Foster","Father","Sam Foster"
"1531","Frank Foster","Mother","Anne Foster"
"1532","Frank Foster","First appearance","20th January 2011"
"1533","Frank Foster","Last appearance","8th March 2012"
"1534","Frank Foster","Duration","2011-2012"
"1535","Frank Foster","Number of appearances","138"
"1536","Frank Foster","Played by","Andrew Lancel"
"1537","Tina Fowler","Occupation","Barmaid"
"1538","Tina Fowler","First appearance","13th March 1989"
"1539","Tina Fowler","Last appearance","3rd September 1990"
"1540","Tina Fowler","Duration","1989-1990"
"1541","Tina Fowler","Number of appearances","152"
"1542","Tina Fowler","Played by","Michelle Holmes"
"1543","Seb Franklin","Occupation","Handyman"
"1544","Seb Franklin","Born","6th March 2001"
"1545","Seb Franklin","Died","7th May 2021"
"1546","Seb Franklin","Father","Tez Wyatt"
"1547","Seb Franklin","Mother","Abi Franklin"
"1548","Seb Franklin","Sibling(s)","Charlie Franklin (half-brother) Lexi Franklin (half-sister) Alfie Franklin (half-brother)  another half-sister"
"1549","Seb Franklin","First appearance","10th October 2016"
"1550","Seb Franklin","Last appearance","7th May 2021 30th August 2021 (flashback)"
"1551","Seb Franklin","Duration","2016-2021"
"1552","Seb Franklin","Number of appearances","307"
"1553","Seb Franklin","Played by","Harry Visinoni"
"1554","Angie Freeman","Occupation","Designer"
"1555","Angie Freeman","Born","20th June 1967"
"1556","Angie Freeman","First appearance","8th October 1990"
"1557","Angie Freeman","Last appearance","10th April 1998"
"1558","Angie Freeman","Duration","1990-1993, 1996-1998"
"1559","Angie Freeman","Number of appearances","345"
"1560","Angie Freeman","Played by","Deborah McAndrew"
"1561","Eunice Gee","Occupation","Barmaid"
"1562","Eunice Gee","Born","1937"
"1563","Eunice Gee","Residence","Spain"
"1564","Eunice Gee","Father","Sid Clarke"
"1565","Eunice Gee","Sibling(s)","Dolly Clarke"
"1566","Eunice Gee","Spouse(s)","Mr. Nuttall Fred Gee (1981)"
"1567","Eunice Gee","Children","Debbie Nuttall"
"1568","Eunice Gee","First appearance","23rd March 1981"
"1569","Eunice Gee","Last appearance","24th May 1999"
"1570","Eunice Gee","Duration","1981, 1982, 1999"
"1571","Eunice Gee","Number of appearances","72"
"1572","Eunice Gee","Played by","Meg Johnson"
"1573","Fred Gee","Occupation","Barman"
"1574","Fred Gee","Born","6th October 1929"
"1575","Fred Gee","Died","1998"
"1576","Fred Gee","Sibling(s)","a brother and a sister"
"1577","Fred Gee","Spouse(s)","Edna Gee Eunice Nuttall (1981)"
"1578","Fred Gee","First appearance","29th September 1975"
"1579","Fred Gee","Last appearance","28th November 1984"
"1580","Fred Gee","Duration","1975,  1976-1984"
"1581","Fred Gee","Number of appearances","561"
"1582","Fred Gee","Played by","Fred Feast"
"1583","Alec Gilroy","Occupation","Landlord  Theatrical agent  Nightclub manager"
"1584","Alec Gilroy","Born","22nd May 1935"
"1585","Alec Gilroy","Residence","Brighton"
"1586","Alec Gilroy","Father","Reg Gilroy"
"1587","Alec Gilroy","Mother","Mabel Gilroy"
"1588","Alec Gilroy","Sibling(s)","Edna GilroyBrenda Gilroy (half-sister)"
"1589","Alec Gilroy","Spouse(s)","Joyce Crosby (1955) Bet Lynch (1987)"
"1590","Alec Gilroy","Children","Sandra Gilroy (1958)"
"1591","Alec Gilroy","First appearance","26th June 1972"
"1592","Alec Gilroy","Last appearance","30th December 1998"
"1593","Alec Gilroy","Duration","1972, 1975, 1986-1992, 1995, 1996-1998"
"1594","Alec Gilroy","Number of appearances","850"
"1595","Alec Gilroy","Played by","Roy Barraclough"
"1596","Sylvia Goodwin","Occupation","Waitress"
"1597","Sylvia Goodwin","Born","October 1933"
"1598","Sylvia Goodwin","Died","23rd January 2019"
"1599","Sylvia Goodwin","Sibling(s)","Jean"
"1600","Sylvia Goodwin","Spouse(s)","St. John CropperRoger Goodwin"
"1601","Sylvia Goodwin","Children","Roy Cropper (1954)Richard Lucas (1959)"
"1602","Sylvia Goodwin","First appearance","11th April 2011"
"1603","Sylvia Goodwin","Last appearance","2nd August 2013"
"1604","Sylvia Goodwin","Duration","2011-2013"
"1605","Sylvia Goodwin","Number of appearances","161"
"1606","Sylvia Goodwin","Played by","Stephanie Cole"
"1607","Tony Gordon","Occupation","Businessman"
"1608","Tony Gordon","Born","1971"
"1609","Tony Gordon","Birthplace","Scotland"
"1610","Tony Gordon","Died","1st June 2010"
"1611","Tony Gordon","Sibling(s)","Pat Gordon"
"1612","Tony Gordon","Spouse(s)","Lindsey Gordon Carla Connor (2008)"
"1613","Tony Gordon","First appearance","16th September 2007"
"1614","Tony Gordon","Last appearance","9th June 2010"
"1615","Tony Gordon","Duration","2007-2010"
"1616","Tony Gordon","Number of appearances","286"
"1617","Tony Gordon","Played by","Gray O'Brien"
"1618","Cheryl Gray","Occupation","Waitress"
"1619","Cheryl Gray","Born","17th January 1981"
"1620","Cheryl Gray","Spouse(s)","Chris Gray"
"1621","Cheryl Gray","Children","Russ Gray"
"1622","Cheryl Gray","First appearance","9th April 2010"
"1623","Cheryl Gray","Last appearance","18th November 2011"
"1624","Cheryl Gray","Duration","2010-2011"
"1625","Cheryl Gray","Number of appearances","147"
"1626","Cheryl Gray","Played by","Holly Quin-Ankrah"
"1627","Chris Gray","Occupation","Builder"
"1628","Chris Gray","Spouse(s)","Cheryl Gray"
"1629","Chris Gray","Children","Russell Gray"
"1630","Chris Gray","First appearance","1st July 2010"
"1631","Chris Gray","Last appearance","21st November 2011"
"1632","Chris Gray","Duration","2010-2011"
"1633","Chris Gray","Number of appearances","109"
"1634","Chris Gray","Played by","Will Thorp"
"1635","Russ Gray","Father","Chris Gray"
"1636","Russ Gray","Mother","Cheryl Gray"
"1637","Russ Gray","First appearance","28th May 2010"
"1638","Russ Gray","Last appearance","18th November 2011"
"1639","Russ Gray","Duration","2010-2011"
"1640","Russ Gray","Number of appearances","51"
"1641","Russ Gray","Played by","Finton Flynn"
"1642","Geena Gregory","Occupation","Barmaid"
"1643","Geena Gregory","Born","July 1977"
"1644","Geena Gregory","Residence","Wigan"
"1645","Geena Gregory","Father","Maurice Gregory"
"1646","Geena Gregory","Mother","Gill Gregory"
"1647","Geena Gregory","Sibling(s)","A brother"
"1648","Geena Gregory","First appearance","9th February 2000"
"1649","Geena Gregory","Last appearance","11th October 2002"
"1650","Geena Gregory","Duration","2000-2002"
"1651","Geena Gregory","Number of appearances","331"
"1652","Geena Gregory","Played by","Jennifer James"
"1653","Maud Grimes","Occupation","Shop assistant (retired)"
"1654","Maud Grimes","Born","1st April 1922"
"1655","Maud Grimes","Residence","Mayfield Court"
"1656","Maud Grimes","Father","Malcolm Michaelson"
"1657","Maud Grimes","Mother","Beatrice Michaelson"
"1658","Maud Grimes","Spouse(s)","Wilfred Grimes"
"1659","Maud Grimes","Children","Peggy Grimes (1943) Maureen Grimes (1945)"
"1660","Maud Grimes","First appearance","2nd April 1993"
"1661","Maud Grimes","Last appearance","1st November 1999"
"1662","Maud Grimes","Duration","1993-1999"
"1663","Maud Grimes","Number of appearances","462"
"1664","Maud Grimes","Played by","Elizabeth Bradley"
"1665","Eileen Grimshaw","Occupation","Switch operator at Street Cars  Office administrator"
"1666","Eileen Grimshaw","Born","7th October 1961"
"1667","Eileen Grimshaw","Residence","11 Coronation Street"
"1668","Eileen Grimshaw","Father","Colin Grimshaw"
"1669","Eileen Grimshaw","Sibling(s)","Julie Carp (half-sister)"
"1670","Eileen Grimshaw","Spouse(s)","Pat Phelan (2017)"
"1671","Eileen Grimshaw","Children","Jason Grimshaw (1983) Todd Grimshaw (1985)"
"1672","Eileen Grimshaw","First appearance","3rd May 2000"
"1673","Eileen Grimshaw","Duration","2000 to present"
"1674","Eileen Grimshaw","Number of appearances","2296 (as of Episode 10823/4)"
"1675","Eileen Grimshaw","Played by","Sue Cleaver"
"1676","Jason Grimshaw","Occupation","Builder"
"1677","Jason Grimshaw","Born","27th June 1983"
"1678","Jason Grimshaw","Residence","Thailand"
"1679","Jason Grimshaw","Father","Tony Stewart"
"1680","Jason Grimshaw","Mother","Eileen Grimshaw"
"1681","Jason Grimshaw","Sibling(s)","Todd Grimshaw (half-brother)"
"1682","Jason Grimshaw","Spouse(s)","Sarah Platt (2007)"
"1683","Jason Grimshaw","First appearance","25th December 2000"
"1684","Jason Grimshaw","Last appearance","29th June 2016"
"1685","Jason Grimshaw","Duration","2000-2016"
"1686","Jason Grimshaw","Number of appearances","1509"
"1687","Jason Grimshaw","Played by","Ryan Thomas"
"1688","Todd Grimshaw","Occupation","Undertaker"
"1689","Todd Grimshaw","Born","13th January 1985"
"1690","Todd Grimshaw","Birthplace","Salford"
"1691","Todd Grimshaw","Residence","11 Coronation Street"
"1692","Todd Grimshaw","Father","Duncan"
"1693","Todd Grimshaw","Mother","Eileen Grimshaw"
"1694","Todd Grimshaw","Sibling(s)","Jason Grimshaw (half-brother)"
"1695","Todd Grimshaw","Children","Billy Platt (2004)"
"1696","Todd Grimshaw","First appearance","14th January 2001"
"1697","Todd Grimshaw","Duration","2001-2004, 2007, 2011, 2013-2017, 2020 to present"
"1698","Todd Grimshaw","Number of appearances","1050 (as of Episode 10823/4)"
"1699","Todd Grimshaw","Played by","Bruno Langley (2001-2017) Gareth Pierce (2020 to present)"
"1700","Imran Habeeb","Occupation","Solicitor at Barlow Legal Services"
"1701","Imran Habeeb","Born","21st December 1989"
"1702","Imran Habeeb","Birthplace","Manchester"
"1703","Imran Habeeb","Died","30th May 2022"
"1704","Imran Habeeb","Father","Hassan Habeeb"
"1705","Imran Habeeb","Mother","Saira Habeeb"
"1706","Imran Habeeb","Sibling(s)","Rana Habeeb"
"1707","Imran Habeeb","Spouse(s)","Sabeen HabeebToyah Battersby (2022)"
"1708","Imran Habeeb","Children","Alfie Franklin (2022)"
"1709","Imran Habeeb","First appearance","17th November 2017"
